topic,argument,key_point,stance,label,set,ibm_pro_deb_qs
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as this right has gotten out of hand with too many mass shootings.,Guns can fall into the wrong hands,1,0,dev,0.9287822246551514
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as this right has gotten out of hand with too many mass shootings.,Guns lead to accidental deaths,1,0,dev,0.9287822246551514
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because guns do more harm with killing people instead of their intended use.,Banning guns would save lives,1,1,dev,0.9432305097579956
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because guns do more harm with killing people instead of their intended use.,Guns can fall into the wrong hands,1,0,dev,0.9432305097579956
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because guns do more harm with killing people instead of their intended use.,Guns lead to accidental deaths,1,0,dev,0.9432305097579956
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.,Banning guns would save lives,1,0,dev,0.9574411511421204
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.9574411511421204
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.,Guns can fall into the wrong hands,1,0,dev,0.9574411511421204
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.,Guns lead to accidental deaths,1,0,dev,0.9574411511421204
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it can help stop mass shootings,Banning guns would save lives,1,0,dev,0.9754059910774231
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it can help stop mass shootings,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9754059910774231
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it can help stop mass shootings,Guns can fall into the wrong hands,1,0,dev,0.9754059910774231
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it can help stop mass shootings,Guns lead to accidental deaths,1,0,dev,0.9754059910774231
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it could lead to unnecessary accidents,Banning guns would save lives,1,0,dev,0.9507921934127808
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it could lead to unnecessary accidents,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.9507921934127808
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it could lead to unnecessary accidents,Guns can fall into the wrong hands,1,0,dev,0.9507921934127808
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it could lead to unnecessary accidents,Guns lead to accidental deaths,1,1,dev,0.9507921934127808
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it creates a dangerous environment for children,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.9219522476196289
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it obviously isn't helping protect anyone and is leading to guns falling into the wrong hands more often than not.,Banning guns would save lives,1,0,dev,0.9697353839874268
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it obviously isn't helping protect anyone and is leading to guns falling into the wrong hands more often than not.,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.9697353839874268
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it obviously isn't helping protect anyone and is leading to guns falling into the wrong hands more often than not.,Guns can fall into the wrong hands,1,1,dev,0.9697353839874268
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it obviously isn't helping protect anyone and is leading to guns falling into the wrong hands more often than not.,Guns lead to accidental deaths,1,0,dev,0.9697353839874268
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because many innocent people get hurt,Banning guns would save lives,1,1,dev,0.9548003673553467
